"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" He shall, sir, an't please him. There's a letter for";"provisional";"Publius Vergilius Maro";"Aeneid";"Vol. 2, 60 and 62; book 8, lines 18-25.";"1000";"1000";"";"";"Latin";"talia per Latium. quae Laomedontius heros <br>
cuncta videns <span class=""quote"">magno curarum fluctuat aestu, </span><br>
atque animum nunc huc celerem nunc dividit illuc <br>
in partisque rapit varias perque omnia versat: <br>
sicut <span class=""quote"">aquae tremulum labris ubi lumen aënis<br>
sole repercussum aut radiantis imagine lunae<br>
omnia pervolitat late loca, iamque sub auras <br>
erigitur summique ferit laquearia tecti.</span>";"* Translation (p. 61 and 63 of the quoted edition): That was in Latium. The hero of Laomedon's line, seeing it all, tosses on a mighty sea of troubles; and now this way, now that he swiftly throws his mind, casting it in diverse ways, and turning it to every shift; as when in bronze bowls a flickering light from water, flung back by the sun or the moon's glittering form, flits far and wide over all things, and now mounts high and smites the fretted ceiling of the roof high above.";"";"@005482 Aeneid";"";"WoPh_NatLan#030067 sea of troubles / SuId#006032 vacillation dappled sunlight";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"";"morethanonelexia";"@005651-136.";"";"";"   Hohl-Trillini Regula"
" touches us not: let the galled jade wince, our";"provisional";"_ Marguerite de Navarre";"The Queen of Navarre's Tales";"Marguerite de Navarre.  <i>The queen of Nauarres tales Containing, verie pleasant discourses of fortunate louers. Now newly translated out of French into English.</i> London: V. Simmes for John Oxenbridge, 1597.  B1 verso [normalized spelling].";"1540";"1549";"1588";"1588";"English";"Well, birds of a feather will hang together; these two, knaves I found them,and knaves I leave them, and that is all the reckoning I make of them. Well, <span class=""quote"">let them wince that are rubbed on the gall, </span>but if they kick, I will stand aloof and cry, gup old Jade are you coltish? And when I have a little laughed, I will lean myself to this old axiom, <span class=""quote"">Qui moccat moccabitur; </span>the which in our mother tongue may thus be interpreted, she is a sorry Lady that hath never a Jointer. Thus M. Oxenbridge, if you shall accept of these lines thus hastily hatched, I hope the courteous Reader will not be offended, and for the malicious I care not. Thus with my commendations to yourself I end.<br>
Your assured friend, A. B.";"";"";"@005796 Heptameron";"";"WoTo#004191 moccum moccabitur / WoPh#006919 let galled jade wince";"Work unmarked";"Author unmarked";"Prose unspecified";"";"Fictional letter or diary";"BODY OF TEXT";"Local reference / MQ_ANOMALY_Languageswitch / MQ_VERBAL_Noun";"";"@010000.";"Well, birdes of a feather wil hang together; these two, knaues I found them, & knaues I leaue them, and that is all the reckoning I make of them. Well, let them winch that are rubbed on the gall, but if they kicke, I will stand aloofe and crie, guppe olde Iade are you coltish? And when I haue a little laughed, I will leane my selfe to this olde axiome, Qui moccat moccabitur; the which in our mother tongue may thus be interpreted, shee is a sorie Lady that hath neuer a Ioynter. Thus M. Oxenbridge, if you shall accept of these lines thus hastily hatched, I hope the curteous Reader will not be offended, and for the malitious I care not. Thus with my commendations to your selfe I ende.<br>
Your assured friend, A. B.";"Marguerite de Navarre.  The queen of Nauarres tales Containing, verie pleasant discourses of fortunate louers. Now newly translated out of French into English. London: V. Simmes for John Oxenbridge, 1597.  B1 verso.";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"provisional";"Thomas, Lord Vaux";"The Aged Lover Renounceth Love";"Vaux, Thomas, Lord.  <i>Songes and Sonettes. </i>London: Henry Tottel, 1557. A Scolar Press Facsimile. Leeds: Scolar Press, 1966.  72 recto-72 verso; ""The Aged Lover Renounceth Love"" stanzas 1, 3 and 8.";"1557";"1557";"1557";"1557";"English";"<span class=""quote"">I loathe that I did love,<br>
In youth that I thought sweet;<br>
As time requires for my behove,<br>
Methinks they are not meet.</span>[...]<br><br><

<span class=""quote"">For age, with stealing steps,<br>
Hath clawed me with his crutch,<br>
And lusty life away she leaps<br>
As there had been none such.</span> [...]<br><br>

<span class=""quote"">A pickaxe and a spade,<br>
And eke a shrouding sheet;<br>
A house of clay for to be made<br>
For such a guest most meet.</span>";"* For <i>Hamlet</i>, Shakespeare ""selected the three most melancholious verses of this song, which is a lengthy and curious rendering on lyric form of the old morality reading of everyman's life"" (George Kitchin. A Survey of Burlesques and Parody in English. Edinburgh: Oliver and Boyd, 1931. 49).";"";"@005110 Songs and Sonnets (Vaux)";"";"WoPa_CulMus#030752 Pickaxe (song) / WoPa#032170 Love seemed sweet / WoPa#032171 age with stealing steps";"Work unmarked";"Author unmarked";"Poetry unspecified";"";"First-person narrator";"BODY OF TEXT";"Local reference";"Shakespeare Studies / Literary Studies / Annotated Shakespeare edition";"@010028/@010082/@010151/@010026/@006323-Last accessed 20 February 2020.

Tulloch, Graham. The Language of Sir Walter Scott: A Study of His Scottish and Period Language. London: Andre Deutsch, 1980.<br>
Shakespeare, William. Hamlet. The Oxford Shakespeare. Ed. G. R. Hibbard. Oxford and New York: Oxford University Press, 1994.<br>
Anders, H. R. D. Shakespeare's Books. Berlin: Georg Reimer, 1904.<br>
Kitchin, George. A Survey of Burlesques and Parody in English. Edinburgh: Oliver and Boyd, 1931.";"<span class=""quote"">I loth that I did loue<br>
In youth that I thought swete:<br>
As time requires for my behove,<br>
Me thinkes they are not mete.</span>";"Vaux, Thomas, Lord.  ""The Aged Lover Renounceth Love."" Songes and Sonettes. London: Henry Tottel, 1557. A Scolar Press Facsimile. Leeds: Scolar Press, 1966.  Sig. 72 recto; stanza 1, lines 1-4. ";"Gebhard Christian"
" He shall, sir, an't please him. There's a letter for";"unedited";"Thomas Becon";"The Sick Man's Salve";"Becon, Thomas.  <i>The syckmans' salue. </i>London: John Daye, 1560.";"1560";"1560";"";"";"English";"<span class=""quote"">The Sick Man's Salve</span>";"";"";"@005466 The Sick Mans Salve";"";"NaBo_ReaMed@005466 Sick Man's Salve";"Work unmarked";"Author unmarked";"Devotional text or pamphlet";"";"";"TITLE";"";"";"@005467-3:466.";"";"";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"John Lyly";"Galatea";"Lyly, John.  ""Galatea."" <i>The Complete Works of John Lyly. </i>Ed. Warwick Bond. 3 vols. Oxford: Clarendon Press, 1902. Vol. 2, 429-472.";"1584";"1584";"1584";"1584";"English";"<span class=""quote"">Venus</span>";"";"";"@000754_A88_D92 Galatea";"";"NaCa#032238 Venus Aphrodite Cytherea";"Work by character";"Author unmarked";"Comedy";"";"";"CHARACTERNAME";"";"Reading";"";"<span class=""quote"">Venus</span>";"Lyly, John.  Gallathea. As it was playde before the Queenes Maiestie at Greene-wiche, on Newyeeres day at Night. By the Chyldren of Paules. London: John Charlwoode, 1592.";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"Thomas Kyd";"The Spanish Tragedy";"Kyd, Thomas.  ""The Spanish Tragedy."" English Renaissance Drama: A Norton Anthology. Gen. ed. David Bevington. New York and London: W. W. Norton, 2002. 8-73.  10; act 1, scene 1, lines 63-66.";"1587";"1587";"1587";"1587";"English";"[Ghost:] [...] The left-hand path declining fearfully,<br>
Was ready downfall to the deepest hell.<br>
Where bloody furies shakes their <span class=""quote"">whips of steel</span>,<br>
And poor <span class=""quote"">Ixion turns an endless wheel. </span>";"";"";"@000783_D92 The Spanish Tragedy";"";"WoPh_CulRel#030050 hell's whips or wires of steel / NaMa#006923 Ixion on wheel";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"morethanonelexia";"@010015-120./@010045
Skemp, Arthur Rowland. Nathanael Richards' tragedy of Messallina the Roman emperesse. Louvain: A. Uystpruyst, 1910.  120.";"[Ghost:] [...] The left hand path declining fearfully,<br>
Was ready downfall to the deepest hell.<br>
Where bloudie furies shakes their whips of steele,<br>
And poore Ixion turnes an endles wheele. ";"Kyd, Thomas.  The Spanish Tragedie, Containing the lamentable end of Don Horatio, and Bel-imperia: with the pittifull death of olde Hieronimo. Newly corrected and amended of such grosse faults as passed in the first impression. London: Edward Allde for Edward White, 1592.  A2 verso-A3 recto; act 1, scene 1, lines 63-66.";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"Christopher Marlowe / Thomas Nashe";"Dido, Queen of Carthage";"Marlowe, Christopher and Thomas Nashe.  ""Dido, Queen of Carthage."" The Complete Plays. Ed. J. B. Steane. London: Penguin 1986. 41-99.  46; act 1, scene 1, lines 51-54.";"1588";"1588";"1588";"1588";"English";"[Venus:] [...] And playing with <span class=""quote"">that female wanton boy, </span><br>
Whiles my Aeneas wanders on the seas, <br>
And rests a prey to every <span class=""quote"">billow's </span>pride.";"";"";"@000820_A94_D94 Dido, Queen of Carthage";"";"WoKw#032047 wanton boy or wind and billow";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Literary Studies";"@010029-36.
Murphy, Donna N.  The Marlowe Shakespeare Continuum: Christopher Marlowe, Thomas Nashe, and Authorship of Early Shakespeare and Anonymous Plays. Newcastle, 2013.  36.";"";"";"  Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"Christopher Marlowe / Thomas Nashe";"Dido, Queen of Carthage";"Marlowe, Christopher and Thomas Nashe.  ""Dido, Queen of Carthage."" The Complete Plays. Ed. J. B. Steane. London: Penguin 1986. 41-99.  48; act 1, scene 1, lines 104-106.";"1588";"1588";"1588";"1588";"English";"[Jupiter:] [...] To feed her eyes <span class=""quote"">with his engraven fame. </span><br>
Thus, in stout <span class=""quote"">Hector's</span> race, three hundred years,<br> 
The Roman scepter royal shall remain [...].";"";"";"@000820_A94_D94 Dido, Queen of Carthage";"";"SuId#032048 engraved eyes and fame / NaCa#006296 Hector";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"";"Literary Studies";"@010029-37.
Murphy, Donna N.  The Marlowe Shakespeare Continuum: Christopher Marlowe, Thomas Nashe, and Authorship of Early Shakespeare and Anonymous Plays. Newcastle, 2013.  37.";"";"";"  Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"_ Anonymous";"The True Tragedy of Richard III";"Anon.  <i>The True Tragedie of Richard the third. Wherein is showne the death of Edward the fourth, with the smothering of the two yoong Princes in the Tower: With a lamentable ende of Shores wife, an example for all wicked women. And lastly, the coniunction and ioyning of the two noble Houses, Lancaster and Yorke. As it was played by the Queenes Maiesties Players. </i>London: Thomas Creede for William Barley, 1594.";"1589";"1589";"1589";"1589";"English";"The True Tragedy of <span class=""quote"">Richard The Third</span>";"";"";"@000839_A94_D94 The True Tragedy of Richard III";"";"NaHu#007008 Richard III";"Work by character";"Author unmarked";"Tragedy";"";"";"CHARACTERNAME";"MQ_VERBAL_Noun";"Reading";"";"";"";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"Christopher Marlowe";"The Jew of Malta";"Marlowe, Christopher.  ""The Jew of Malta."" The Complete Plays. Ed. J. B. Steane. London: Penguin 1986. 341-430.  348; lines 1-82.";"1589";"1589";"1589";"1589";"English";"<span class=""span"">Barabas discovered in his counting house, with heaps of gold before him</span>";"";"";"@000828_A92_D33 The Jew of Malta";"";"SuMe#005167 miser fondly caressing his gold";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Annotated edition";"@010002-101.";"";"";"   Hohl-Trillini Regula"
