"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" O Jephthah, judge of Israel, what a treasure hadst thou!";"provisional";"_ Anonymous";"Jephthah, Judge of Israel";"Anon.  <i>English and Scottish Ballads. </i>Ed. Francis James Child. 8 vols. London: Sampson, Low and Co., 1861.  Vol. 8, 199-201. 199; ""Jephthah, Judge of Israel"", lines 1-8 [normalized spelling].";"1300";"1500";"1300";"1500";"English";"I have read that many years ago<br>
When Jephthah, judge of Israel,<br>
<span class=""quote"">He had one only daughter and no more,<br>
Whom he loved passing well;<br>
And as by lot,<br>
God wot,<br>
It so came to passe,<br></span>
Most like it was [...].";"";"";"@005012 Popular English or Scottish ballad";"";"NaMa#330011 Jephthah and his daughter";"Work by character";"Author unmarked";"Song or ballad";"";"Narrator";"BODY OF TEXT";"MQ_VERBAL_Verb / MQ_ANOMALY_Poetryswitch";"Annotated edition";"@005196/@006323-Last accessed 20 February 2020.
Percy, Thomas,  ed. Reliques of Ancient English Poetry: consisting of Old Heroic Ballads, Songs, and other Pieces of our earlier Poets, (Chiefly of the Lyric kind.) Together with some few of later Date. Second Edition. Ed. Thomas Percy. London: J. Dodsley, 1767.";"";"";"Battilana Chantal"
" For bonny sweet Robin is all my joy.";"provisional";"_ Anonymous";"Bonny Sweet Robin";"Anon.  <i>English and Scottish Ballads. </i>Ed. Francis James Child. 8 vols. London: Sampson, Low and Co., 1861.  Quoted in Heinrich R. D. Anders. Shakespeare's Books: A Dissertation on Shakespeare's Reading and the Immediate Sources of his Words. Berlin: Georg Reimer, 1904. 178; ""Bonny Sweet Robin"".";"1300";"1500";"1594";"1594";"English";"<span class=""quote"">Bonny Sweet Robin</span>";"* A 'ballad intituled A Dolefull adewe to the last Erle of Darby, to the tune of ""Bonny sweete Robin""' was entered in the Stationers' Registers on 26 April, 1594.";"";"@005012 Popular English or Scottish ballad";"";"WoPh#030703 bonny sweet robin";"Work unmarked";"Author unmarked";"Song or ballad";"";"First-person narrator";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010151-178./@006323-Last accessed 20 February 2020.
Anders, H. R. D.  Shakespeare's Books. Berlin: Georg Reimer, 1904.  178.";"";"";"   Hohl Regula"
" Then came each actor on his ass,--";"provisional";"_ Anonymous";"Then Came Each Actor on His Ass";"Anon.  <i>English and Scottish Ballads. </i>Ed. Francis James Child. 8 vols. London: Sampson, Low and Co., 1861.  Quoted in: G. R. Hibbard, ed. William Shakespeare. Hamlet. The Oxford Shakespeare. Oxford and New York: Oxford University Press, 1994. 224, note 390; ""Then Came Each Actor on His Ass."" ";"1300";"1500";"1300";"1500";"English";"<span class=""quote"">Then came each actor on his ass.</span>";"";"";"@005012 Popular English or Scottish ballad";"";"WoPh#004413 each actor on his ass";"Work unmarked";"Author unmarked";"Song or ballad";"";"First-person narrator";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@0100082-224, note 390./@006323-Last accessed 20 February 2020.
Shakespeare, William. Hamlet. The Oxford Shakespeare. Ed. G. R. Hibbard. Oxford and New York: Oxford University Press, 1994. ";"";"";"Quassdorf Sixta"
" you, sir; it comes from the ambassador that was";"unedited";"Giovanni Boccaccio";"Il Filostrato";"Boccaccio, Giovanni.  <i>Il Filostrato.  </i>Quoted in: Emil Koeppel.  ""Shakespeares Juliet Capulet und Chaucers Troylus."" <i>Jahrbuch der Deutschen Shakespeare-Gesellschaft </i>1902. 238-239. 238.";"1335";"1340";"";"";"Italian";"<span class=""quote"">Se la mia vita lieta e graziosa<br>
Ti dispiacea, perchè non abbatevi<br>
Tu la superbia d'Ilion pomposa?<br>
Perchè il padre mio non mi toglievi?<br>
Che non Ettor, in cui valor si posa<br>
Ogni speranza in quesi tempi grievi?<br>
Perchè non ten portavi Polissena,<br>
E perchè non Paris, ed anco Elena?</span>";"* Young Troilo asking Fortune despairingly why she did not take away his father or siblings rather than his beloved Criseida.";"";"@005420 Il Filostrato";"";"SuId#004470 rather lose family than lover";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Dialogue";"BODY OF TEXT";"";"Shakespeare Studies";"@006220";"";"";"   Hohl Regula"
" you, sir; it comes from the ambassador that was";"unedited";"Geoffrey Chaucer";"Troilus and Criseyde";"Chaucer, Geoffrey.  ""Troilus and Criseyde."" <i>The Riverside Chaucer.</i> Gen. ed. Larry D. Benson. Oxford: Oxford University Press; London: Humphrey Milford, 1933. 473-585.  541; book 4, lines 274-277 [normalized spelling].";"1382";"1387";"";"";"English";"""[...] <span class=""quote"">Alas, Fortune, if that my life in joy<br>
Displeased had unto thy foul envy,<br>
Why ne had'st thou my father, king of Troy,<br>
Bereft the life, or done my brethren die</span> [...].""";"* The young Trojan Troilus is desperate at the news that Criseyde will be delivered to the Greeks.";"";"@005419 Troilus and Criseyde";"";"SuId#004470 rather lose family than lover";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Dialogue";"BODY OF TEXT";"";"Shakespeare Studies";"@006220";"Allas, Fortune, if that my lif in joie<br>
Displesed hadde unto thy foule envye,<br>
Hwy ne haddestaow my fader, kyng of Troye,<br>
Byraft the lif, or don my bretheren dye [...].";"Chaucer, Geoffrey.  ""Troilus and Criseyde."" The Riverside Chaucer. Gen. ed. Larry D. Benson. Oxford: Oxford University Press; London: Humphrey Milford, 1933. 473-585.  541; book 4, lines 274-277.";"   Hohl Regula"
" you, sir; it comes from the ambassador that was";"unedited";"John Colet / Desiderius Erasmus / William Lily";"A Short Introduction of Grammar";"Colet, John, Desiderius Erasmus and William Lyly.  <i>A short introduction of grammar generally to be vsed: compiled and set forth for the bringing vp of all those that intend to attaine to the knowledge of the Latine tongue. </i>Cambridge: Cantrell Legge, 1621.  H1 verso and H2 recto [normalized spelling].";"1515";"1515";"1515";"1515";"Latin";"G[uilielmi] L[ilii] De simplicium verborum primae coniugationis communi praeterito.<br>
As<span class=""quote""> in praesenti </span>perfectum format in -avi: <br>
ut no, nas, navi; vocito, vocitas, vocitavi. <br>
Deme lavo, lavi; iuvo, iuvi, nexoque nexŭi. <br>
Et seco quod secŭi, neco quod necŭi, mico verbum <br>
Quod micŭi, plico quod plicŭi, frico quod fricŭi dat [...].";"** The most widely used Latin school grammar of the time, also known as <i>Brevissima institutio</i>.";"";"@005370 Short Introduction of Grammar";"";"WoPh#004211 in praesenti";"Work unmarked";"Author unmarked";"Educational";"Linguistics";"";"BODY OF TEXT";"";"Annotated edition";"@006154-339.";"G. L. DE SIMPLICIVM VE borum primae Coniugationis communi PRAETERITO. <br>
As <span class=""quote"">in praesenti </span>perfectum format in aui:<br>
Vt no, nas, naui: vocito, votitas, vocitaui.<br>
Deme lauo, laui: iuuo, iuui, nexoque nexüi.<br>
Et seco quod secüi, neco quod necüi, mico vtr <br>
Quod micüi, plico quod plicüi, frico, quod fricï dat [...].";"Colet, John, Desiderius Erasmus and William Lyly.  A short introduction of grammar generally to be vsed: compiled and set forth for the bringing vp of all those that intend to attaine to the knowledge of the Latine tongue. Cambridge: Cantrell Legge, 1621.  H1 verso and H2 recto.";"   Hohl Regula"
" you, sir; it comes from the ambassador that was";"unedited";"John Skelton";"Colin Clout";"Skelton, John.  ""Colin Clout."" <i>The Poetical Works of John Skelton. With Notes, Some Account of the Author and His Writings.</i> Ed. Alexander Dyce. 2 vols. London: Thomas Rodd, 1843. 1:311-360.  322 [normalized spelling].";"1520";"1529";"1531";"1531";"English";"Thus I, Colin Clout,<br>
As I go about,<br>
And <span class=""quote"">wandering as I walk,<br>
I hear the people talk.</span>";"";"";"@005497 Colin Clout";"";"WoKw#004188 walk and hear people talk";"Work unmarked";"Author unmarked";"Poetry unspecified";"";"First-person narrator";"BODY OF TEXT";"";"Annotated edition";"@006155-123.";"Thus I, Colyn Cloute,<br>
As I go aboute,<br>
And <span class=""quote"">wandrynge as I walke,<br>
I here the people talke.</span>";"Skelton, John.  ""Colin Clout."" <i>The Poetical Works of John Skelton. With Notes, Some Account of the Author and His Writings. </i>Ed. Alexander Dyce. 2 vols. London: Thomas Rodd, 1843. 1:311-360.  322.";"   Hohl Regula"
" you, sir; it comes from the ambassador that was";"unedited";"John Heywood";"The Play of Love";"Heywood, John. <i>A Play of Love, a Neue and a Mery Enterlude Concernyng Pleasure and Payne In Loue, Made By Ihon Heywood.</i> London: W. Rastell, 1534.  B4 verso [normalized spelling].";"1529";"1529";"";"";"English";"Then I with weeping eyes played even the like part<br>
wherewith I brought in <span class=""quote"">moccum moccabitur<br></span>
And yet thou being a long-snouted cur<br>
Coulde no whit smell that all my meaning was<br>
To give mock for mock as now is come to pass<br>
which now thus passed if thy wit be handsome<br>
May defend thee from mocks in time to come<br>
By clapping fast to thy snout every day<br>
<span class=""quote"">Moccum moccabitur </span>for a nosegay<br>
wherewith she start up and shut her window to<br>
which done I had no more to say nor do [...]. ";"** This ""disputation"" was first published in 1534.";"";"@005366 A Play of Love";"";"WoTo#004191 moccum moccabitur";"Work unmarked";"Author unmarked";"Masque or other";"";"Dialogue";"BODY OF TEXT";"MQ_ANOMALY_Languageswitch";"Fulltext database";"EEBO";"Then I with wepyng eyes played euyn the lyke part<br>
wherwith I brought in <span class=""quote"">moccum moccabitur</span><br>
And yet thou beyng a long snowted cur<br>
Coulde no whyt smell that all my meanyng was<br>
To gyue mock for mock as now is come to pas<br>
which now thus passed if thy wyt be handsome<br>
May defende the from mockes in tyme to come<br>
By clappyng fast to thy snowt euery day<br>
<span class=""quote"">Moccum moccabitur </span>for a nosegay<br>
wherwith she start vp and shyt her wyndowe to<br>
which done I had no more to say nor do [...]. ";"Heywood, John.  <i>A Play of Love, a Neue and a Mery Enterlude Concernyng Pleasure and Payne In Loue, Made By Ihon Heywood. </i>London: W. Rastell, 1534.  B4 verso.";"   Hohl Regula"
" Be thou familiar, but by no means vulgar.";"provisional";"_ Isocrates";"Ad Demonicum";"Isocrates.  ""Ad Demonicum.""  Quoted from: Thomas Whitfield Baldwin. <i>William Shakspere's Small Latine and Lesse Greeke. </i>2 vols. Urbana: University of Illinois Press, 1944. 1:605 [normalized spelling].";"1550";"1550";"1550";"1550";"English";"<span class=""quote"">Be gentle and pleasant to all men: be familiar but only with the good. Become slowly a friend, but after you have professed amity endeavour so to continue </span>[...] <span class=""quote"">Try your friends by adversities as happeneth in this present lyfe </span>[...] <span class=""quote""> be to your familiars companionable, and not haughty </span>[...]. <span class=""quote"">Be neat and cleanly in your apparell: but not brave and sumptuous </span>[...] <span class=""quote"">Do your utter endeavor to live in safety. But if it fortune you to come in peril, so defend yourself by battle and force of arms, that it may redound to your renown.</span>";"";"";"@005299 Ad Demonicum";"";"WoPa#030081 Polonius' advice to Laertes";"Work unmarked";"Author unmarked";"Other nonfiction";"Sociology, lifestyle, travel";"";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010152-1:605./@010016/@005230/@006323-Last accessed 20 February 2020.
Baldwin, Thomas Whitfield. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. <br>
Beardsley Jr., Theodore S. ""Isocrates, Shakespeare, and Calderón: Advice to a Young Man."" Hispanic Review 42.2 (Spring 1974): 185-198.<br>
Waters Bennett, Josephine. ""Characterization in Polonius' Advice to Laertes."" SQ 4.1 (January 1953): 3-9.";"<span class=""quote"">Be gentell and plesaunt to all men: be familiar but only with ye good. Become sloly a fre<i>n</i>de, but after you haue p<i>ro</i>fessed amite endeuour so to continue [...] Trie your friendes by aduersities as happeneth in this present lyfe [...] be to your familiars compayghniable, and not haughty [...]. Be neate and clenly in your apparell: but not braue and sumptuous [...] Do your vter endeauor to lyue in safetie. But if it fortune you to come in perill, so defende yourselfe by batayle and force of armes, that it may redo<i>un</i>de to your re<i>n</i>oume.";"Isocrates.  ""Ad Demonicum.""  Quoted from: Thomas Whitfield Baldwin. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. 1:605.";"   Hohl Regula"
" chiefly loved: 'twas Aeneas' tale to Dido; and";"provisional";"Henry Howard, Earl of Surrey / Publius Vergilius Maro";"The Fourth Book of Virgil";"Vergilius Maro, Publius and Henry Howard, Earl of Surrey.  <i>The fourth boke of Virgill, intreating of the loue betweene Aeneas and Dido, translated into English, and drawne into a strauge metre by Henrye late Earle of Surrey, worthy to be embraced. </i>London: John Day for William Awen, 1554.";"1554";"1554";"1554";"1554";"English";"[...] <span class=""quote"">the love between Dido and Aeneas</span> [...].";"";"";"@005376 The Fourth Book of Virgil";"";"NaCa#006116 Dido and Aeneas";"Work by character";"Author unmarked";"Epic and verse narrative";"";"Narrator";"TITLE";"";"Shakespeare Studies";"@006070/@006323-Last accessed 20 February 2020.";"";"";"   Hohl Regula"
" you, sir; it comes from the ambassador that was";"unedited";"_ Anonymous";"Jack Juggler";"Anon.  <i>A new Enterlued for Chyldren to playe, named Iacke Iugeler, both wytte, and very playsent. Newly Imprented. </i>London: William Copland, 1562. Quoted from: <i>The Works of Richard Edwards. </i>Ed. Ros King. The Revels Plays Companion Library. Manchester and New York: Manchester University Press, 2001.  148.  Line 327 [normalized spelling].";"1555";"1555";"1555";"1555";"English";"<span class=""quote"">I fear hanging whereunto no man is hasty.</span>";"* This comedy was first published before 1565.";"";"@000278 Jack Juggler";"";"WoKw#004189 hang or imprison in haste";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"";"Annotated edition";"@006155-148.";"<span class=""quote"">I feare hanging wher unto no man is hastie.</span>";"Anon.  A new Enterlued for Chyldren to playe, named Iacke Iugeler, both wytte, and very playsent. Newly Imprented. Quoted from: The Works of Richard Edwards. Ed. Ros King. The Revels Plays Companion Library. Manchester and New York: Manchester University Press, 2001.  148.  Line 327.";"   Hohl Regula"
" you, sir; it comes from the ambassador that was";"unedited";"Sir Thomas North";"The Dial of Princes";"North, Sir Thomas.  <i>The dial of princes, compiled by the reuerend father in God, Don Antony of Gueuara, Byshop of Guadix, preacher, and chronicler to Charles the fifte, late of that name Emperour. Englished out of the Frenche by T. North, sonne of Sir Edvvard North knight, L. North of Kyrtheling. </i>London: Richard Tottel and Thomas Marsh, 1568.  E1 recto [24 recto].";"1557";"1557";"1557";"1557";"English";"Vice–Virtue<br>
<span class=""quote"">11 For the praise of virtue is honour, and the pain of vice is infamy.<br>
12 For if those of the war have truck with vices, the others of the common wealth cannot have peace with virtue.<br>
13 And so those fields should have savoured of the bones of the virtuous, which now stink of the bodies of the vicious.</span>";"";"";"@005371 The Dial of Princes";"";"WoSn#004213 series of antitheses";"Work unmarked";"Author unmarked";"Anthology";"";"";"BODY OF TEXT";"MQ_GENRE / MQ_TYPOGRAPHY_Heading";"Literary Studies";"@006170-322.";"";"";"   Hohl Regula"
