"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" The graves stood tenantless and the sheeted dead";"provisional";"Publius Ovidius Naso";"Metamorphoses";"Vol. 1, 356; book 7, lines 204-206.";"1000";"1000";"";"";"Latin";"vivaque saxa sua convulsaque robora terra <br>
et silvas moveo iubeoque tremescere montis <br>
et mugire solum <span class=""quote"">manesque exire sepulcris!</span>";"* Translation (p. 357 of the quoted edition): living rocks and oaks I root up from their own soil; I move the forests, I bid the mountains shake, the earth to rumble and the ghosts to come forth from their tombs. ";"";"@005035 Metamorphoses";"";"SuId#004271 dead coming out of graves";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Dialogue";"BODY OF TEXT";"";"";"@005750";"";"";"Montedoro Beatrice"
" [Reads] 'Horatio, when thou shalt have overlooked";"provisional";"Lucius Annaeus Seneca";"Letters from a Stoic";"Vol. 1, 262; ""Epistle 39"".";"1000";"1000";"";"";"Latin";"Tunc autem est consummata infelicitas, ubi turpia non solum delectant, sed etiam placent, et desinit esse remedio locus, ubi <span class=""quote"">quae fuerant vitia, mores sunt. </span>Vale.";"* Translation (p. 263 of the quoted edition): Then it is that the height of unhappiness is reached, when men are not only attracted, but even pleased, by shameful things, and when there is no longer any room for a cure, now that those things which once were vices have become habits. Farewell.";"";"@005304 Epistles (Snc)";"";"WoPh#032321 vices grow fashions";"Work unmarked";"Author unmarked";"Letter";"";"";"BODY OF TEXT";"";"Fulltext database";"@006110-Last accessed 17 June 2020.";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Publius Vergilius Maro";"Eclogue 2";"Vergilius Maro, Publius.  ""Eclogues."" <i>Eclogues. Georgics. Aeneid: Books 1-6. </i>Trans. H. Rushton Fairclough. Loeb Classical Library 63. Cambridge (MA): Harvard University Press, 1916. 23-96.  30; Eclogue 2, lines 1-2.";"1000";"1000";"";"";"Latin";"Formosum pastor <span class=""quote"">Corydon</span> ardebat Alexin, <br><r>
delicias domini, nec, quid speraret, habebat.";"* Translation (p. 31 of the quoted edition): Corydon, the shepherd, was aflame for the fair Alexis, his master’s pet, nor knew he what to hope.";"";"@005753 Eclogues";"";"NaCa#006126 Corydon";"Work by character";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"";"";"@005750";"";"";"Brütsch Noa"
" Let him go, Gertrude; do not fear our person:";"provisional";"Marcus Tullius Cicero";"In Catilinam (Against Catiline)";"Cicero, Marcus Tullius.  ""In Catilinam."" <i>In Catilinam 1-4. Pro Murena. Pro Sulla. Pro Flacco. </i>Translated by C. Macdonald. Loeb Classical Library 324. Cambridge (MA): Harvard University Press, 1976. 100-133.  132.";"1000";"1000";"";"";"Latin";"<span class=""quote"">Magnum enim est in bonis praesidium quod mihi in perpetuum comparatum est, magna in re publica dignitas quae me semper tacita defendet, magna vis conscientiae </span>[...].";"* Translation (p. 133 of the quoted edition): Stout is the protection from the body of loyal citizens that is always at my service; strong is the authority of the Republic which, though silently, will ever be my defence; powerful is the force of a guilty conscience [...].";"";"@005431 Catiline Orations";"Perfect match";"SuId_CulCou#032028 divine role protecting king";"Work title";"Author unmarked";"Speech or sermon";"Politics, law, economics";"";"BODY OF TEXT";"MQ_VERBAL_Generalization";"Annotated edition / Scholarly database";"@006318-362, note 26.
Rutherford, John, ed. and trans. Cicero, Marcus Tullius. Cicero's orations, translated into English, with notes, historical, critical, and explanatory. London: T. Cadell and W. Davies, 1799. 362, note 26 on p. 78.";"";"";"Grandi de Souza Gustavo"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Publius Cornelius Tacitus";"Annales";"Tacitus, Publius Cornelius.  Histories: Books 4-5. Annals: Books 1-3. Trans. Clifford H. Moore and John Jackson. Loeb Classical Library 249. Cambridge, MA: Harvard University Press, 1931.  504; section 77.";"1000";"1000";"";"";"Latin";"Est tibi Augustae conscientia, est Caesaris favor, sed in occulto; et perisse Germanicum <span class=""quote"">nulli iactantius maerent quam qui maxime laetantur.</span>";"* Translation (p. 505 of the quoted edition): You have the complicity of Augusta, the favour of the Caesar, - but only in private; and none more ostentatiously bewail the fate of Germanicus than they who most rejoice at it.";"";"@005568 Annals (Tacitus)";"";"SuId#006968 least sad weep loudest";"Work unmarked";"Author unmarked";"Other nonfiction";"History, (auto-)biography";"Narrator";"BODY OF TEXT";"";"Fulltext database";"@006110-Last accessed 17 June 2020.";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"_ Plato";"Cratylus";"Plato. ""Cratylus."" Cratylus. Parmenides. Greater Hippias. Lesser Hippias. Trans. Harold North Fowler. Loeb Classical Library 167. Cambridge (MA): Harvard University Press, 1926. 1-192.  62.";"1000";"1000";"";"";"Classical Greek";"Πολλαχῇ μοι δοκεῖ τοῦτό γε· ἂν μὲν καὶ σμικρόν τις παρακλίνῃ, καὶ πάνυ. καὶ γὰρ <span class=""quote"">σῆμά τινές φασιν αὐτὸ εἶναι τῆς ψυχῆς, </span>ὡς τεθαμμένης ἐν τῷ νῦν παρόντι· καὶ διότι αὖ τούτῳ σημαίνει ἃ ἂν σημαίνῃ ἡ ψυχή, καὶ ταύτῃ σῆμα ὀρθῶς καλεῖσθαι. δοκοῦσι μέντοι μοι μάλιστα θέσθαι οἱ ἀμφὶ Ὀρφέα τοῦτο τὸ ὄνομα, ὡς δίκην διδούσης τῆς ψυχῆς ὧν δὴ ἕνεκα δίδωσιν· τοῦτον δὲ περίβολον ἔχειν, ἵνα σῴζηται, δεσμωτηρίου εἰκόνα· εἶναι οὖν τῆς ψυχῆς τοῦτο, ὥσπερ αὐτὸ ὀνομάζεται, ἕως ἂν ἐκτείσῃ τὰ ὀφειλόμενα, τὸ σῶμα, καὶ οὐδὲν δεῖν παράγειν οὐδὲ γράμμα.";"* Translation (p. 63 of the quoted edition): I think this admits of many explanations, if a little, even very little, change is made; for some say it is the tomb of the soul, their notion being that the soul is buried in the present life; and again, because by its means the soul gives any signs which it gives, it is for this reason also properly called ""sign"". But I think it most likely that the Orphic poets gave this name, with the idea that the soul is undergoing punishment for something; they think it has the body as an enclosure to keep it safe, like a prison, and this is, as the name itself denotes, the safe for the soul, until the penalty is paid, and not even a letter needs to be changed.";"";"@005569 Cratylus";"";"SuId#006969 body is soul's prison";"Work unmarked";"Author anonymous";"Other nonfiction";"Philosophy, religion";"";"BODY OF TEXT";"";"Shakespeare Studies";"@010151-274.";"";"";"   Hohl Trillini Regula"
" That we find out the cause of this effect,";"provisional";"_ St Augustine of Hippo";"Civitas Dei (The City of God)";"Augustine of Hippo. <i>City of God. </i>Trans. Philip Levine. Loeb Classical Library volumes 411-417. Cambridge (Mass.): Harvard University Press, 1966.  Vol. 141, 32; book 12, section 7.";"1000";"1000";"426";"426";"Latin";"Nemo igitur quaerat efficientem causam malae voluntatis; non enim est efficiens, sed deficiens; <span class=""quote"">quia nec illa effectio est, sed defectio.</span>";"* Translation (p. 33 of the quoted edition:) No one then should look for an efficient cause of an evil will, for the cause is not one of efficiency but of deficiency even as the evil will itself is not an effect but a defect.";"";"@005276 The City of God";"";"WoKw#630012 effect defect";"Work unmarked";"Author unmarked";"Other nonfiction";"Philosophy, religion";"";"BODY OF TEXT";"Local reference";"Shakespeare Studies / Scholarly database";"@010151-290./@006323
Anders, H. R. D.  Shakespeare's Books. Berlin: Georg Reimer, 1904.";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"_ Lucian";"Lexiphanes";"Lucian.  ""Lexiphanes."" The Passing of Peregrinus. The Runaways. Toxaris or Friendship. The Dance. Lexiphanes. The Eunuch. Astrology. The Mistaken Critic. The Parliament of the Gods. The Tyrannicide. Disowned. Trans. A. M. Harmon. Loeb Classical Library 302. Cambridge (MA): Harvard University Press, 1936. 291-328.  320.";"1000";"1000";"";"";"Classical Greek";"[Lykinos:] Πῖθι καὶ μὴ μέλλε, ὡς ἀνθρώπινα ἤδη φρονοίης καὶ λέγοις.<br>
[Lexiphanes:] Ἰδοὺ πείθομαι καὶ πίομαι. φεῦ, τί τοῦτο; <span class=""quote"">πολὺς ὁ βορβορυγμός. ἐγγαστρίμυθόν τινα ἔοικα πεπωκέναι.<br></span>
[Sopolis:]<span class=""quote""> Ἄρξαι δὴ ἐμεῖν. βαβαί. πρῶτον τουτὶ τὸ μῶν, εἶτα μετ᾿ αὐτὸ ἐξελήλυθεν τὸ κᾆτα, εἶτα ἐπ᾿ αὐτοῖς τὸ ἦ δ᾿ ὅς καὶ ἀμηγέπη καὶ λῷστε καὶ δήπουθεν καὶ συνεχὲς τὸ ἄττα. βίασαι δ᾿ ὅμως, καὶ κάθες εἰς τὴν φάρυγγα τοὺς δακτύλους. οὐδέπω τὸ ἴκταρ ἐμήμεκας οὐδὲ τὸ σκορδινᾶσθαι οὐδὲ τὸ τευτάζεσθαι οὐδὲ τὸ σκύλλεσθαι.1 πολλὰ ἔτι ὑποδέδυκε καὶ μεστή σοι αὐτῶν ἡ γαστήρ. ἄμεινον δέ, εἰ καὶ κάτω διαχωρήσειεν ἂν ἔνια· ἡ γοῦν σιληπορδία μέγαν τὸν ψόφον ἐργάσεται συνεκπεσοῦσα μετὰ τοῦ πνεύματος.</span>";"* Translation (p. 321 of the quoted edition): Lycinus: Drink without delay, that at last you may be human in thought and speech. Lexiphanes: There, I obey and drink. Oh me, what is this? The bombilation is vast! I would seem to have swallowed a familiar spirit. Sopolis: Begin now to lighten yourself. Aha! First, this ""prithee,"" then after it ""eftsoons"" has come up; then on their heels his ""quoth he"" and ""in some wise,"" and ""fair sir,"" and ""in sooth,"" and his incessant ""sundry."" Make an effort, however; put your fingers down your throat. You have not yet given up ""instanter"" or ""pandiculation"" or ""divagation"" or ""spoliation."" Many things still lurk in hiding and your inwards are full of them. It would be better if some should take the opposite course. Anyhow, ""vilipendency"" will make a great racket when it comes tumbling out on the wings of the wind.";"";"@005570 Lexiphanes";"";"SuId#006970 vomiting bombastic vocabulary";"Work unmarked";"Author unmarked";"Other nonfiction";"";"";"BODY OF TEXT";"";"Annotated edition";"@006445-xxxvi.";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Lucius Annaeus Seneca";"Medea";"328.";"1000";"1000";"";"";"Latin";"[Nurse:] Spes nulla rebus monstrat afflictis viam.
<br>
[Medea:] <span class=""quote"">Qui nil potest sperare, desperet nihil.</span>";"";"";"@005597 Medea";"";"WoPh#006221 Qui nil potest sperare desperet nihil";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@005750";"";"";"Brocic Ivana"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Publius Ovidius Naso";"The Loves";"Ovidius Naso, Publius.  ""Amores.""  <i>Heroides. Amores. </i>Trans. Grant Showerman. Loeb Classical Library 41. Cambridge (MA): Harvard University Press, 1914. 318-512.  346; book 1, poem 8, lines 1-4.";"1000";"1000";"";"";"Latin";"Est quaedam - quicumque volet cognoscere lenam, audiat! - est quaedam nomine <span class=""quote"">Dipsas </span>anus. ex re nomen habet - nigri non illa parentem Memnonis in roseis sobria vidit equis.";"* Translation (p. 347 of the quoted edition): There is a certain - whoso wishes to know of a bawd, let him hear! - a certain old dame there is by the name of Dipsas. Her namea accords with fact - she has never looked with sober eye upon black Memnon’s mother, her of the rosy steeds.";"";"@005426 The Loves";"";"NaCa#004496 Dipsas";"Work by character";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"";"Literary Studies";"@006076-76.";"";"";"   Hohl Trillini Regula"
