"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" bound for England; if your name be Horatio, as I am";"unedited";"Thomas Randolph";"The Jealous Lovers";"Randolph, Thomas.  ""The Jealous Lovers."" The Poetical and Dramatic Works of Thomas Randolph [...] First Collected and Edited from the Early Copies and for MSS with some Account of the Author and Occasional notes. Ed. W. Carew Hazlitt. London: Reeves and Turner, 1875. 51-172.  139; act 4, scene 3 [normalized spelling].";"";"";"";"";"English";"[Hyperbolus:] <span class=""quote"">Do not, live hare, pull the dead lion's beard.</span>";"";"";"@002365_A32_D32 The Jealous Lovers";"";"WoPa_NatAni#032447 Hares may pull dead Lions by the beard";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006075-22.";"";"";"Heeg Stefanie"
" bound for England; if your name be Horatio, as I am";"unedited";"Nathan Field";"A Woman Is A Weather-Cock";"Field, Nathan.  ""A Woman Is A Weather-Cocke."" The Plays of Nathan Field: Edited from the Original Quartos with Introduction and Notes. Ed. William Peery. Austin: The University of Texas Press, 1950. 55-139.  87; act 1, scene 2, lines 339-352 [normalized spelling].";"";"";"";"";"English";"[Abraham:] Oh no, she laughs at me; and scorns my suit: <br>
<span class=""quote"">For she is wilder, and more hard withal, <br>
Than Beast, or Bird, or Tree, or stony wall.<br></span>
[Kate:] Ha, God have mercy old<span class=""quote""> <i>Hieronimo</i>.</span><br>
[Abraham:] <span class=""quote"">Yet might she love me for my lovely eyes:</span><br>
[Count Frederick:]<span class=""quote""> Ay, but perhaps your nose she doth despise.</span><br>
[Abraham:] <span class=""quote"">Yet might she love me for my dimpled chin:</span><br>
[Pendant:] <span class=""quote"">Ay, but she sees your Beard is very thin.</span><br>
[Abraham:] <span class=""quote"">Yet might she love me for my proper body:</span><br>
[Strange:] <span class=""quote"">Ay, but she thinks you are an arrant Noddy.</span><br>
[Abraham:] <span class=""quote"">Yet might she love me, 'cause I am an heir:</span><br>
[Sir John:] <span class=""quote"">Ay, but perhaps she does not like your ware.</span><br>
[Abraham:] <span class=""quote"">Yet might she love me in despite of all:</span><br>
[Lucida:] <span class=""quote"">Ay, but indeed I cannot love at all.</span><br>";"";"";"@001599_A09_D12 A Woman Is A Weather-Cock";"";"NaCa#005014 Hieronimo in The Spanish Tragedy / WoPh_GenWom#032448 she is wilder than beast, bird, tree or stony wall";"Work by character";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006075-24.";"[Abraham:] Oh no, she laughes at me; and scornes my sute: <br>
<span class=""quote"">For she is wilder, and more hard withall, <br>
Than Beast, or Bird, or Tree, or stonie wall.<br></span>
[Kate:] Ha, Godamercie old<span class=""quote""> <i>Hieronimo</i>.</span><br>
[Abraham:] <span class=""quote"">Yet might she loue me for my louely eies:</span><br>
[Count Frederick:]<span class=""quote""> I, but perhaps your nose she doth despise.</span><br>
[Abraham:] <span class=""quote"">Yet might she loue me for my dimpled chin:</span><br>
[Pendant:] <span class=""quote"">Ay, but she sees your Beard is very thin.</span><br>
[Abraham:] <span class=""quote"">Yet might she loue me for my proper Bodie:</span><br>
[Strange:] <span class=""quote"">I, but she thinks you are an arrant Noddie.</span><br>
[Abraham:] <span class=""quote"">Yet might she loue me, cause I am an heire:</span><br>
[Sir John:] <span class=""quote"">I, but perhaps she does not like your ware.</span><br>
[Abraham:] <span class=""quote"">Yet might she loue me in despight of all:</span><br>
[Lucida:] <span class=""quote"">I, but indeed I cannot loue at all.</span>";"Field, Nathan.  ""A Woman Is A Weather-Cocke."" The Plays of Nathan Field: Edited from the Original Quartos with Introduction and Notes. Ed. William Peery. Austin: The University of Texas Press, 1950. 55-139.  87; act 1, scene 2, lines 339-352.";"Heeg Stefanie"
" bound for England; if your name be Horatio, as I am";"unedited";"Thomas Kyd";"The Spanish Tragedy";"22; act 2, scene 1, lines 9-28.";"";"";"";"";"English";"[Balthazar:] <span class=""quote"">No, she is wilder and more hard withal, <br>
Than beast, or bird, or tree, or stony wall.<br>
[...] Yet might she love me for my valiancy, <br>
I but thats slandered by captivity. <br>
Yet might she love me to content her sire: <br>
Ay, but her reason masters his desire. <br>
Yet might she love me as her brother's friend, <br>
Ay, but her hopes aim at some other end. <br>
Yet might she love me to uprear her state, <br>
Ay, but perhaps she hopes some nobler mate. <br>
Yet might she love me as her beauty's thrall, <br>
Ay, but I feare she cannot love at all.</span>";"";"";"@000783_D92 The Spanish Tragedy";"";"WoPh_GenWom#032448 she is wilder than beast, bird, tree or stony wall";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006075-24.";"";"";"Heeg Stefanie"
" bound for England; if your name be Horatio, as I am";"unedited";"Thomas Kyd";"The Spanish Tragedy";"28; act 2, scene 4, lines 42-45.";"";"";"";"";"English";"[Bel-Imperia:] Nay then to gain the glory of the field, <br>
My twining arms shall yoke and make thee yield.<br>
[Horatio:] <span class=""quote"">Nay then my arms are large and strong withal,<br>
Thus Elms by vines are compassed till they fall.</span>";"";"";"@000783_D92 The Spanish Tragedy";"";"WoPh_NatPla#032449 arms are large and strong withal, thus elms by vines are compass'd";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006075-24.";"";"";"Heeg Stefanie"
" bound for England; if your name be Horatio, as I am";"unedited";"Thomas Kyd";"The Spanish Tragedy";"58; act 3, scene 14, line 111-113.";"";"";"";"";"English";"[Castile:]<span class=""quote""> It is not now as when Andrea lived;</span><br>
We have forgotten and forgiven that,<br>
And thou art graced with a happier love.";"";"";"@000783_D92 The Spanish Tragedy";"";"WoPh#032450 It is not now as when Andrea liv&#039;d";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006075-24.";"";"";"Heeg Stefanie"
" bound for England; if your name be Horatio, as I am";"unedited";"Thomas Heywood";"The Fair Maid of the West Part 2";"Heywood, Thomas.  ""The Fair Maid of the West Part 2."" The Dramatic Works, Now First Collected with Illustrative Notes and A Memoir of the Author in Six Volumes. London: John Pearson, 1874. Vol. 2, 333-424.  393; act 4, scene 1 [normalized spelling].";"";"";"";"";"English";"[Clem:] My noble Captain and<i> Spencer</i>, they are either drowned i'th' tempest, or murdered by the Pirates, and none is left alive but I <i>Clem</i>, poor<i> Clem</i>: but poor <i>Clem</i>, how wilt thou do now? what trick have you to satisfy Colon, here in a strange Country?<span class=""quote""> It is not now with me as when <i>Andrea</i> lived.</span>";"";"";"@002320_A30_D31 The Fair Maid of the West Part 2";"";"WoPh#032450 It is not now as when Andrea liv&#039;d";"Work by character";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"MQ_TYPOGRAPHY_Italics";"";"@006075-24.";"[Clem:] My noble Captain and<i> Spencer</i>, they are either drowned i'th tempest, or murthered by the Pirates, and none is left alive but I <i>Clem</i>, poor<i> Clem</i>: but poor <i>Clem</i>, how wilt thou do now? what trick have you to satisfie Colon, here in a strange Countrey?<span class=""quote""> It is not now with me as when <i>Andrea</i> liv'd.</span>";"Heywood, Thomas.  ""The Fair Maid of the West Part 2."" The Dramatic Works, Now First Collected with Illustrative Notes and A Memoir of the Author in Six Volumes. London: John Pearson, 1874. Vol. 2, 333-424.  393.";"Heeg Stefanie"
" bound for England; if your name be Horatio, as I am";"unedited";"John Fletcher";"The Woman's Prize";"Fletcher, John.  ""The Woman's Prize, or, The Tamer Tam'd."" The Dramatic Works in The Beaumont and Fletcher Canon. Ed. F. Bowers. 10 vols. Cambridge: Cambridge University Press, 1979. 4:1-117.  59; act 2, scene 6, lines 154-155.";"";"";"";"";"English";"[City Wife:] <span class=""quote"">Tis not now as when <i>Andrea</i> liv'd.</span>";"";"";"@001609_A10_D47 The Woman's Prize";"";"WoPh#032450 It is not now as when Andrea liv&#039;d";"Work by character";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"MQ_TYPOGRAPHY_Italics";"";"@006075-24.";"";"";"Heeg Stefanie"
" bound for England; if your name be Horatio, as I am";"unedited";"James Shirley";"The Lady of Pleasure";"Shirley, James.  ""The Lady of Pleasure."" The Dramatic Works and Poems of James Shirley. Now first collected, with notes by the late William Gifford, Esq., and additional notes [...] by Alexander Dyce. 6 vols. London: John Murray, 1833. Vol. 4, 1-100.  88; act 5, scene 1.";"";"";"";"";"English";"[Fred:]<span class=""quote""> It is not now, <i>as when your worship walk'd <br>
By all the taverns, Jack, dry as a bone.</i></span>";"";"";"@002515_A35_D37 The Lady of Pleasure";"";"WoPh#032450 It is not now as when Andrea liv&#039;d";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"MQ_TYPOGRAPHY_Italics";"";"@006075-24.";"";"";"Heeg Stefanie"
" bound for England; if your name be Horatio, as I am";"unedited";"William Shakespeare";"The Taming of the Shrew";"Induction, scene 1, lines 5-10.";"";"";"";"";"English";"[Sly:] Therefore,<span class=""quote""> <i>paucas pallabris</i></span>, let the world
slide. Sessa!<br>
[Hostess:] You will not pay for the glasses you have
burst?<br>
[Sly:] No, not a denier. <span class=""quote"">Go, by Saint Jeronimy! Go to
thy cold bed and warm thee.</span>";"";"";"@000916_A92_D23 The Taming of the Shrew";"Nicholas Tooley";"NaCa#005014 Hieronimo in The Spanish Tragedy / WoPh#032117 go by, go by / NaMo#032451 Hieronimo + bed / WoPh#032459 paucas pallabris (Spanish Tragedy)";"Work by character";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"MQ_ANOMALY_Languageswitch";"";"@006075-26.";"";"";"Heeg Stefanie"
" bound for England; if your name be Horatio, as I am";"unedited";"_ 0_Anon";"The Return from Parnassus Part 2";"139-40; act 4, scene 3 [normalized spelling].";"";"";"";"";"English";"[Burbage:] Mr. Studioso I pray you take some part in this book and act it, that I may see what will fit you best, I think your voice would serve for <span class=""quote""><i>Hieronimo</i></span>, observe how I act it and then imitate me.<br>
[Studioso:] <span class=""quote"">Who calls <i>Hieronimo</i> from his naked bed? And, etc.</span>";"";"";"@001313_A02_D06 The Return from Parnassus Part 2";"";"NaCa#005014 Hieronimo in The Spanish Tragedy / NaMo#032451 Hieronimo + bed / SuMe_CulThea#032452 plays being played in other plays / WoPh#006376 who calls Hieronimo";"Work by character";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"MQ_TYPOGRAPHY_Italics";"";"@006075-26.";"[Burbage:] Mr. Studioso I pray you take some part in this booke and act it, that I may see what will fit you best, I thinke your voice would serue for <i>Hieronimo</i>, obserue how I act it and then imitate mee.<br>
[Studioso:] <span class=""quote"">Who calls <i>Hieronimo</i> from his naked bed? And, etc.</span>";"139-40; act 4, scene 3.";"Heeg Stefanie"
